"Name","Location","Type","Namespace","Source"
"Ch_SetShade","0082b630","Function","Global","User Defined"
"Ch_SetShadeCol","0082b650","Function","Global","User Defined"
"Ch_SetShadeColEffect","0082b760","Function","Global","User Defined"
"Ch_SetShadeID","0082b7a0","Function","Global","User Defined"
"Ch_SetShadowMode","0082b8a0","Function","Global","User Defined"
"Ch_SetSp","0082b8c0","Function","Global","User Defined"
"Ch_SetSpecularAlpha","0082b8e0","Function","Global","User Defined"
"Ch_SetThickness","0082b900","Function","Global","User Defined"
"Ch_SetThicknessBtlCam","0082b940","Function","Global","User Defined"
"Ch_SetTransparent","0082b980","Function","Global","User Defined"
"Ch_SetWeight","0082b9c0","Function","Global","User Defined"
"Ch_TextureGetAnimId","0082b9e0","Function","Global","User Defined"
"Ch_VulSetClipmode","0082b9f0","Function","Global","User Defined"
"Sg_Blur","0082bf60","Function","Global","User Defined"
"Sg_EnFocus","0082cbe0","Function","Global","User Defined"
"Sg_FilterReset","0082ccf0","Function","Global","User Defined"
"Sg_ControlPlayer","0082d200","Function","Global","User Defined"
"Sg_GetPlayer","0082d8e0","Function","Global","User Defined"
"Sg_GetPlayerPos","0082d900","Function","Global","User Defined"
"Sg_SetPlayer","0082db50","Function","Global","User Defined"
"Ch_DrawInitAll","0082edb0","Function","Global","User Defined"
"Ch_DrawSetCull","00830130","Function","Global","User Defined"
"Ch_EnableGetTexture","008303a0","Function","Global","User Defined"
"Ch_EngineSetFast","008303f0","Function","Global","User Defined"
"Ch_ModelGetBaseMatrix","00830580","Function","Global","User Defined"
"Ch_ShadowSetHeight","00830d30","Function","Global","User Defined"
"Ch_TextureAnimSetEnable","00830d90","Function","Global","User Defined"
"Ch_TextureSetClutBase","00831410","Function","Global","User Defined"
"Ch_TextureSetImageBase","00831440","Function","Global","User Defined"
"Ch_UseAnchorVertex","00831750","Function","Global","User Defined"
"Sg_GuiGetTextureAnim","008319b0","Function","Global","User Defined"
"Sg_PLightGetPtr","00831bf0","Function","Global","User Defined"
"Ch_BindSetScale","00832690","Function","Global","User Defined"
"Ch_CalcElement","008327e0","Function","Global","User Defined"
"Ch_CalcMiddle_Batch","008335b0","Function","Global","User Defined"
"Ch_Check","008337f0","Function","Global","User Defined"
"Ch_CheckNbBattleChr","00833870","Function","Global","User Defined"
"Ch_ClothResetRelation","008338e0","Function","Global","User Defined"
"Ch_EffectOutWalk","00833950","Function","Global","User Defined"
"Ch_ElemCalcQuaternion","008339e0","Function","Global","User Defined"
"Ch_ElemGetAttr","00833af0","Function","Global","User Defined"
"Ch_GetFuka","00833fe0","Function","Global","User Defined"
"Ch_GetMotionType","00833ff0","Function","Global","User Defined"
"Ch_GuiSetCalcNormAll","00834110","Function","Global","User Defined"
"Ch_IdEnableShade","00834170","Function","Global","User Defined"
"Ch_IdShadeCalc","00834190","Function","Global","User Defined"
"Ch_MotEvent","008343d0","Function","Global","User Defined"
"Ch_Mouth","00834570","Function","Global","User Defined"
"Ch_MouthInit","008347d0","Function","Global","User Defined"
"Ch_MoveChrBlk","00834820","Function","Global","User Defined"
"Ch_Neck","00834950","Function","Global","User Defined"
"Ch_NeckInit","00834ee0","Function","Global","User Defined"
"Ch_NeckSetEnable","00834fe0","Function","Global","User Defined"
"Ch_NeckSetRot","00835070","Function","Global","User Defined"
"Ch_NeckSetSpeed","008350a0","Function","Global","User Defined"
"Ch_OptposCalc","00835170","Function","Global","User Defined"
"Ch_OptposGet","00835570","Function","Global","User Defined"
"Ch_OptposGetElement","008356e0","Function","Global","User Defined"
"Ch_ReserveCalcNorm2","008357b0","Function","Global","User Defined"
"Ch_SetCalcNorm","008357d0","Function","Global","User Defined"
"Ch_SetCalcNorm2","00835800","Function","Global","User Defined"
"Ch_Sound","008358e0","Function","Global","User Defined"
"MoveChrBlk_","00835f90","Function","Global","User Defined"
"Sg_InitLight","00836130","Function","Global","User Defined"
"Sg_LightGetColor","00836170","Function","Global","User Defined"
"Sg_LightGetDir","00836240","Function","Global","User Defined"
"Sg_LightSetColor","00836390","Function","Global","User Defined"
"Sg_LightGetDir","008364b0","Function","Global","User Defined"
"ChN_DisposeSystemMGRP","008368b0","Function","Global","User Defined"
"ChN_ExistSystemMGRP","008368d0","Function","Global","User Defined"
"ChN_ReadSystemMGRP","008368f0","Function","Global","User Defined"
"ChN_ReadSystemMGRPsync","00836ad0","Function","Global","User Defined"
"Ch_MemMoveEventMgrp","008370d0","Function","Global","User Defined"
"Ch_MgrpMove","00837140","Function","Global","User Defined"
"Ch_MotionSetLow2_viewer","008374e0","Function","Global","User Defined"
"Ch_RelElemMapping","00837820","Function","Global","User Defined"
"Ch_SetSequence","00837b40","Function","Global","User Defined"
"Ch_SetSysMotion","00837d80","Function","Global","User Defined"
"Chb_AttachMotionTBL_OLD","00838020","Function","Global","User Defined"
"ch_create_chrname","008380e0","Function","Global","User Defined"
"ch_create_name","00838180","Function","Global","User Defined"
"ch_create_section","008381d0","Function","Global","User Defined"
"Ch_MotionRemappingFcurve","00839910","Function","Global","User Defined"
"Ch_MotionSetLoop","008399e0","Function","Global","User Defined"
"Ch_MotionSetupFcurve","00839a00","Function","Global","User Defined"
"Ch_SetKeepFps","00839bd0","Function","Global","User Defined"
"Ch_SetMotionSeq","00839c00","Function","Global","User Defined"
"Sg_PcRead","0083aeb0","Function","Global","User Defined"
"Sg_PcReadD","0083aed0","Function","Global","User Defined"
"Sg_PcReadGetLen","0083aef0","Function","Global","User Defined"
"Sg_Printf","0083b100","Function","Global","User Defined"
"Sg_SetTkAntiXYB","0083b190","Function","Global","User Defined"
"_Sg_PcRead","0083b250","Function","Global","User Defined"
"Sg_MemCheck","0083b830","Function","Global","User Defined"
"Sg_MemCheckHeap","0083b850","Function","Global","User Defined"
"Sg_MemDump","0083bbd0","Function","Global","User Defined"
"Sg_MemDumpMCB","0083bc40","Function","Global","User Defined"
"Sg_MemGetSize","0083c0d0","Function","Global","User Defined"
"Sg_MemMoveWork","0083c3d0","Function","Global","User Defined"
"Sg_MemRealloc","0083c500","Function","Global","User Defined"
"Sg_MemSetAlign","0083c520","Function","Global","User Defined"
"Sg_MemSetCurrentAddr","0083c560","Function","Global","User Defined"
"Sg_MemSetStr","0083c600","Function","Global","User Defined"
"Sg_MemSetType","0083c610","Function","Global","User Defined"
"_Sg_MemDump","0083c6b0","Function","Global","User Defined"
"Ch_ClutDispose","0083c890","Function","Global","User Defined"
"Ch_ClutEnable","0083c940","Function","Global","User Defined"
"Ch_ClutMapping","0083ca20","Function","Global","User Defined"
"Ch_TexDataMapping","0083cba0","Function","Global","User Defined"
"Ch_TextureReMapping","0083cdd0","Function","Global","User Defined"
"Ch_TextureSetAnim","0083d040","Function","Global","User Defined"
"Ch_TextureSetup","0083d0a0","Function","Global","User Defined"
"Sg_GsloadSetBase","0083d370","Function","Global","User Defined"
"Ch_IdGetShade0","0083d8a0","Function","Global","User Defined"
"Ch_IdGetShade1","0083d8c0","Function","Global","User Defined"
"Ch_IdGetShade2","0083d8e0","Function","Global","User Defined"
"Ch_IdGetSound","0083d900","Function","Global","User Defined"
"Ch_IdSetDefPid","0083d940","Function","Global","User Defined"
"Sg_IdGetPtr","0083e970","Function","Global","User Defined"
"Sg_IdSetEffectTableIndex","0083e9d0","Function","Global","User Defined"
"Sg_IdSetPtr","0083ea00","Function","Global","User Defined"
"SgReallocD","0083f030","Function","Global","User Defined"
"Sg_FreeA","0083f090","Function","Global","User Defined"
"Sg_MallocA","0083f0a0","Function","Global","User Defined"
"Sg_CameraGetPos","0083f260","Function","Global","User Defined"
"Sg_CameraGetRotY","0083f2d0","Thunk Function","Global","User Defined"
"Sg_InitCamera","0083f780","Function","Global","User Defined"
"Cache_CheckYet","0083ffe0","Function","Global","User Defined"
"Cache_Dispose","00840250","Function","Global","User Defined"
"Cache_Dump","00840510","Function","Global","User Defined"
"Cache_Entry","00840560","Function","Global","User Defined"
"Cache_Entry_ClothVertexBuff","008405b0","Function","Global","User Defined"
"Cache_Entry_NotYet","008405f0","Function","Global","User Defined"
"Cache_Entry_RenderData","00840680","Function","Global","User Defined"
"Cache_Exist","008406f0","Function","Global","User Defined"
"Cache_Exist2","00840750","Function","Global","User Defined"
"Cache_Exist3","00840790","Function","Global","User Defined"
"Cache_Exist_ClothMeshData","008407d0","Function","Global","User Defined"
"Cache_Exist_ClothMeshMappingData","00840810","Function","Global","User Defined"
"Cache_Exist_ClothVertexBuff","00840850","Function","Global","User Defined"
"Cache_Exist_RenderData","00840890","Function","Global","User Defined"
"Cache_Exist_ShadowMeshData","008408d0","Function","Global","User Defined"
"Cache_OverFlow","008409a0","Function","Global","User Defined"
"Cache_SetLock","00840ac0","Function","Global","User Defined"
"Cache_Unuse","00840d70","Function","Global","User Defined"
"Cache_Use","00840dd0","Function","Global","User Defined"
"Sg_CacheDisposeChr","00840e60","Function","Global","User Defined"
"Sg_MFIFOSync","00843360","Function","Global","User Defined"
"Sg_IdExistShade","00844bb0","Function","Global","User Defined"
"Sg_MapInit","00844d10","Function","Global","User Defined"
"Sg_MapSetPtr","00845000","Thunk Function","Global","User Defined"
"Sg_MatrixToQuaternion","00845170","Function","Global","User Defined"
"Sg_QuaternionSlerp","00845310","Function","Global","User Defined"
"Sg_QuaternionToMatrix","00845450","Function","Global","User Defined"
"Sg_VectorToMatrix2","00845560","Function","Global","User Defined"
"Sg_GetFuncName","008456c0","Function","Global","User Defined"
"Sg_GetLastFuncAddr","008456d0","Function","Global","User Defined"
"Gu_GsEnd","00848460","Function","Global","User Defined"
"Gu_GsPRIM","00848480","Function","Global","User Defined"
"Gu_GsRGBAQ","008484c0","Function","Global","User Defined"
"Gu_GsStart","00848530","Function","Global","User Defined"
"Gu_GsTEST","008485d0","Function","Global","User Defined"
"Gu_GsXYZF2","00848680","Function","Global","User Defined"
"Gu_PrintSetBold","00848720","Function","Global","User Defined"
"Gu_PrintSetItalic","00848760","Function","Global","User Defined"
"Gu_PrintSetX","00848820","Function","Global","User Defined"
"Gu_PrintSetY","00848860","Function","Global","User Defined"
"Gu_Printf","00848880","Function","Global","User Defined"
"Gu_ButtonSetToggle","00849380","Function","Global","User Defined"
"Gu_ButtonSetToggleValue","008493e0","Function","Global","User Defined"
"Gu_ControlSetXYWH","008496d0","Function","Global","User Defined"
"Gu_MouseInWindowRect","00849b00","Function","Global","User Defined"
"Gu_MouseSetWindow","00849b90","Function","Global","User Defined"
"Gu_SelectorAllocate","00849bb0","Function","Global","User Defined"
"Gu_WindowAddButton","0084a470","Function","Global","User Defined"
"Gu_WindowAddClient","0084a4a0","Function","Global","User Defined"
"Gu_WindowAddStatic","0084a4d0","Function","Global","User Defined"
"Gu_WindowClose","0084a530","Function","Global","User Defined"
"Gu_WindowCloseDispose","0084a580","Function","Global","User Defined"
"Gu_WindowControlSetText","0084a710","Function","Global","User Defined"
"Gu_WindowCreate","0084a920","Function","Global","User Defined"
"Gu_WindowDispose","0084ab80","Function","Global","User Defined"
"Gu_WindowGetArg","0084aec0","Function","Global","User Defined"
"Gu_WindowSetArg","0084b560","Function","Global","User Defined"
"Gu_WindowSetClientH","0084b580","Function","Global","User Defined"
"Gu_WindowSetParent","0084b660","Function","Global","User Defined"
"Gu_WindowSetTitle","0084b6a0","Function","Global","User Defined"
"ChrViewMotionCtlProc","0084bc00","Function","Global","User Defined"
"Gui_ButtonSetTexture","0084c9d0","Function","Global","User Defined"
"sg_make_filelist","0084d3a0","Function","Global","User Defined"
"WFukaProc","0084f490","Function","Global","User Defined"
"SetPrintfFunc","008510c0","Function","Global","User Defined"
"sg_vfprintf","008511d0","Function","Global","User Defined"
"Sg_SetMouse","00851ae0","Function","Global","User Defined"
"AtelBattleEndCallback","00861100","Function","Global","User Defined"
"AtelChangeBinaryHeader","00862c60","Function","Global","User Defined"
"AtelChangeCurrentCtrl","00862cd0","Function","Global","User Defined"
"AtelClearEffectParam","00863820","Function","Global","User Defined"
"AtelClearLoveParamDisable","00863a80","Function","Global","User Defined"
"AtelClearMesWinWork","00863ab0","Function","Global","User Defined"
"AtelClearNotAuronPatchFlag","00863f30","Function","Global","User Defined"
"AtelDecodeCommand","00864160","Function","Global","User Defined"
"AtelDecodeSignal","00865390","Function","Global","User Defined"
"AtelEventRegistFootInfo","00865b20","Function","Global","User Defined"
"AtelEventRemoveForBattle","00865d60","Function","Global","User Defined"
"AtelExecReturn","00869170","Function","Global","User Defined"
"AtelExecReturn2","008692f0","Function","Global","User Defined"
"AtelGetActorEndPos","0086a320","Function","Global","User Defined"
"AtelGetActorExecspaceID","0086a3b0","Function","Global","User Defined"
"AtelGetActorId","0086a560","Function","Global","User Defined"
"AtelGetActorRotAngZX","0086a670","Function","Global","User Defined"
"AtelGetActorStartPos","0086a6b0","Function","Global","User Defined"
"AtelGetActorType","0086a740","Function","Global","User Defined"
"AtelGetAlbhedRikku","0086a770","Function","Global","User Defined"
"AtelGetBasicWork","0086a7c0","Function","Global","User Defined"
"AtelGetBattleIdAdrs","0086a900","Function","Global","User Defined"
"AtelGetBindPCFromID","0086ad90","Function","Global","User Defined"
"AtelGetCameraWorkAdrs","0086ade0","Function","Global","User Defined"
"AtelGetCtrlWork","0086af30","Function","Global","User Defined"
"AtelGetCurCtrlWork","0086af80","Function","Global","User Defined"
"AtelGetEventActorLinkWork","0086b140","Function","Global","User Defined"
"AtelGetEventActorPos","0086b170","Function","Global","User Defined"
"AtelGetEventActorRotAng","0086b200","Function","Global","User Defined"
"AtelGetEventActorTotal","0086b290","Function","Global","User Defined"
"AtelGetEventActorType","0086b2b0","Function","Global","User Defined"
"AtelGetEventBindIdFromID","0086b300","Function","Global","User Defined"
"AtelGetEventCharHandleFromID","0086b330","Function","Global","User Defined"
"AtelGetEventCharIDFromID","0086b360","Function","Global","User Defined"
"AtelGetEventElemCharIDFromID","0086b390","Function","Global","User Defined"
"AtelGetEventElemHandleFromID","0086b3d0","Function","Global","User Defined"
"AtelGetEventElemPosFromID","0086b410","Function","Global","User Defined"
"AtelGetGideMapActorInfo","0086b690","Function","Global","User Defined"
"AtelGetGideMapActorNumber","0086b6a0","Function","Global","User Defined"
"AtelGetGuideMapActorInfo","0086b6d0","Function","Global","User Defined"
"AtelGetGuideMapAngEx","0086b930","Function","Global","User Defined"
"AtelGetNowCtrlTopId","0086c130","Function","Global","User Defined"
"AtelGetNowEventJumpMapNo","0086c180","Thunk Function","Global","User Defined"
"AtelGetRequestLevel","0086c380","Function","Global","User Defined"
"AtelGetTotalActorNumber2","0086c4a0","Function","Global","User Defined"
"AtelInitBattleEndStatus","0086cf80","Function","Global","User Defined"
"AtelIsBind","0086d8e0","Function","Global","User Defined"
"AtelJumpGameOver","0086d9a0","Function","Global","User Defined"
"AtelLinkSigWorkButtom","0086dbe0","Function","Global","User Defined"
"AtelPopStackFloat","0086dde0","Function","Global","User Defined"
"AtelPushStackFloat","0086e350","Function","Global","User Defined"
"AtelPushStackInteger","0086e380","Function","Global","User Defined"
"AtelRegistAlbhedDic","0086e7b0","Function","Global","User Defined"
"AtelRegistBattleEndMovieFadeout","0086e7d0","Function","Global","User Defined"
"AtelRegistSignal2","0086e970","Function","Global","User Defined"
"AtelSetCurrentCtrl","0086f6c0","Function","Global","User Defined"
"AtelSetEncountBattleEndStatus","0086fbb0","Function","Global","User Defined"
"AtelSetEventActorLinkWork","0086fbd0","Function","Global","User Defined"
"AtelSetForceBattleMapId","008700d0","Function","Global","User Defined"
"AtelSetMCFPInWater","00870220","Function","Global","User Defined"
"AtelSetMenuExecStatus","00870280","Function","Global","User Defined"
"AtelSetOverlayStatus","008708a0","Function","Global","User Defined"
"AtelSetShopRatio","00870f00","Function","Global","User Defined"
"AtelSetVibrateStreamExt","00871580","Function","Global","User Defined"
"AtelSetWaterBattleEffect","00871590","Function","Global","User Defined"
"AtelSkipReqLevel2","008716d0","Function","Global","User Defined"
"AtelStopSoundAll","00871830","Function","Global","User Defined"
"AtelStrcat","008718f0","Function","Global","User Defined"
"AtelStrcpy","00871920","Function","Global","User Defined"
"AtelUcOff","00871980","Function","Global","User Defined"
"AtelDrawSemiTrans","00872c40","Function","Global","User Defined"
"AtelGetEventMode","00873a40","Function","Global","User Defined"
"AtelGetExpandFTCAdrs","00873a60","Function","Global","User Defined"
"AtelGetMusicNumber","00873aa0","Function","Global","User Defined"
"AtelPs2DebugString","00873c10","Function","Global","User Defined"
"AtelRegistMusicNumber","00873ca0","Function","Global","User Defined"
"AtelSetMapIdPage","00873e00","Function","Global","User Defined"
"AtelSetMenuOtakaraFlag","00873e20","Function","Global","User Defined"
"AtelSetOnMemoryMovie","00873e30","Function","Global","User Defined"
"AtelIsCallbackQue","00875100","Function","Global","User Defined"
"AtelRegistCallbackQue2","00875130","Function","Global","User Defined"
"TkSetVibrateMask","00875ee0","Function","Global","User Defined"
"TkStopVibrateAll","00876270","Function","Global","User Defined"
"AtelCalcSound2","008768d0","Function","Global","User Defined"
"AtelClearCameraMatrixFlag","00877260","Function","Global","User Defined"
"AtelSetSnd3dVolumeDiffRatio","008773d0","Function","Global","User Defined"
"AtelExecCallFunc","008776b0","Function","Global","User Defined"
"AtelInitCallFunc","00877720","Function","Global","User Defined"
"AtelResultCallFunc","00877770","Function","Global","User Defined"
"AtelPCClose","00879bb0","Function","Global","User Defined"
"AtelPCOpen2","00879ce0","Function","Global","User Defined"
"AtelPCWrite","00879dd0","Function","Global","User Defined"
"AtelPClseek","00879de0","Function","Global","User Defined"
"AtelUpdateFilePath","00879e80","Function","Global","User Defined"
"AtelGetDebugMainCodeString","008855a0","Function","Global","User Defined"
"AtelOutputEncount","00885910","Function","Global","User Defined"
"SndClearWave","00885e20","Function","Global","User Defined"
"SndGetFootSepWork","00886140","Function","Global","User Defined"
"SndGetNowPlayMusic","00886350","Function","Global","User Defined"
"SndKickFoot","00886610","Function","Global","User Defined"
"SndMusicClear","00886760","Function","Global","User Defined"
"SndMusicReplayPointClear","00886940","Thunk Function","Global","User Defined"
"SndMusicStop","008869c0","Function","Global","User Defined"
"SndMusicVolumeFadeOut","00886a50","Function","Global","User Defined"
"SqsSePlay","00886ae0","Function","Global","User Defined"
"SndPopFootStatus","00886b70","Function","Global","User Defined"
"SndSepClear","00886ce0","Function","Global","User Defined"
"SndSepClearAll","00886d10","Function","Global","User Defined"
"SndSepLock","00886d30","Function","Global","User Defined"
"SndSepPanDirect","00886d50","Function","Global","User Defined"
"SndSepPlay","00886db0","Function","Global","User Defined"
"SndSepStop","00886e10","Function","Global","User Defined"
"SndSepVolumeDirect","00886ec0","Function","Global","User Defined"
"SndSetCycleMode","00886fd0","Thunk Function","Global","User Defined"
"SndSetFootSep","00887050","Function","Global","User Defined"
"SndSetReverbPlaySwitch","008870e0","Thunk Function","Global","User Defined"
"SndSqsAllVoiceTerminate","00887250","Thunk Function","Global","User Defined"
"SndStopStream","008876d0","Function","Global","User Defined"
"SndStopStream","008876f0","Function","Global","User Defined"
"TkSndSetStandbyVoice","00887ac0","Function","Global","User Defined"
"TkSndUpdate","00887ad0","Function","Global","User Defined"
"FFXGetAsiaMode","00887b90","Function","Global","User Defined"
"FFXIsDebug","00887bc0","Function","Global","User Defined"
"FFXIsPC","00887bd0","Function","Global","User Defined"
"FFXSetVideoMode","00887c20","Function","Global","User Defined"
"TkGetLang","00887c70","Function","Global","User Defined"
"TkGetSoundSyncVFlag","00887d40","Function","Global","User Defined"
"TkSyncV","00887e70","Function","Global","User Defined"
"TkMcDebugWrite","008880d0","Function","Global","User Defined"
"TkMtCalcLineT2","00889fb0","Function","Global","User Defined"
"TkMtGetang","0088b3a0","Function","Global","User Defined"
"TkFlushSyncH","0088c760","Function","Global","User Defined"
"TkGetSyncH","0088c770","Function","Global","User Defined"
"TkRestartSyncH","0088c790","Function","Global","User Defined"
"AtelGetEventSaveRamAdrs","0088c7a0","Thunk Function","Global","User Defined"
"TKMallocAndReadEventFTC","0088c7d0","Function","Global","User Defined"
"TKMallocAndReadEventMessage","0088ca30","Function","Global","User Defined"
"TKMallocAndReadMenuMessage","0088cc60","Function","Global","User Defined"
"TkCdReadSync","0088d130","Function","Global","User Defined"
"TkCdReadWithMallocWithMessage","0088d230","Function","Global","User Defined"
"TkDrawSemiTrans","0088d470","Thunk Function","Global","User Defined"
"TkFree","0088d490","Function","Global","User Defined"
"TkGetEncountCounterEventStart","0088d530","Function","Global","User Defined"
"TkGetFFXCofingAdrs","0088d550","Function","Global","User Defined"
"TkGetNowEventJumpMapIdNo","0088d5f0","Function","Global","User Defined"
"TkGetNowEventJumpMapNo","0088d600","Function","Global","User Defined"
"TkRefreshHDDMode","0088e8a0","Function","Global","User Defined"
"TkSetEventJump","0088e9d0","Function","Global","User Defined"
"TkSetFadeOut","0088eac0","Function","Global","User Defined"
"TOBtlDrawDamageValue2","00893200","Function","Global","User Defined"
"TOBtlDrawStatusWin","008963c0","Function","Global","User Defined"
"TOBtlInit","00897760","Function","Global","User Defined"
"TOBtlSetDamageValue","008999b0","Function","Global","User Defined"
"TODrawBtlWindow","0089b2d0","Function","Global","User Defined"
"TOGetBtlWindowControlEnable","0089b500","Function","Global","User Defined"
"__TOBtlDrawSimpleHelpMes","0089d920","Function","Global","User Defined"
"TODapsInit","0089dbb0","Function","Global","User Defined"
"TODrawLimitBG","008a1c70","Function","Global","User Defined"
"TOAllCloseMessageWindow","008ab760","Function","Global","User Defined"
"TODrawMessageWindow","008abce0","Function","Global","User Defined"
"TOFTCTransfer","008ac0e0","Function","Global","User Defined"
"TOGetFontWidthTblAdrs","008ac380","Function","Global","User Defined"
"TOGetImageWH","008ac3b0","Function","Global","User Defined"
"TOGetInternationalBaseDicType","008ac710","Function","Global","User Defined"
"TOGetSaveChrName","008ac800","Function","Global","User Defined"
"TOGetShapTextureName","008ac870","Function","Global","User Defined"
"STR_TEX_NAME_US","008ac886","Instruction Label","TOGetShapTextureName","User Defined"
"TOGetSystemConfirmButtonAssign","008acee0","Function","Global","User Defined"
"TOGetTextureName","008acf00","Function","Global","User Defined"
"TOInitBattleFontPath","008ad730","Function","Global","User Defined"
"TOInitSceneMessageWindow","008adba0","Function","Global","User Defined"
"TOReset1","008ade00","Function","Global","User Defined"
"TOReset2","008ade90","Function","Global","User Defined"
"TOSeqDraw","008ae2a0","Function","Global","User Defined"
"TOSeqInitParam","008ae6a0","Function","Global","User Defined"
"TOSetEnvMovieMessage","008af540","Function","Global","User Defined"
"TOSetExeMessageWindowArea","008af570","Function","Global","User Defined"
"TOSortMessageWindowPriority","008b0050","Function","Global","User Defined"
"TOSwapInternationalEnvExec","008b02f0","Function","Global","User Defined"
"TOSwapInternationalEnvInit","008b08d0","Function","Global","User Defined"
"TOTransTexture","008b0fd0","Function","Global","User Defined"
"resetButtonData","008b12e0","Function","Global","User Defined"
"setButtonData","008b1300","Function","Global","User Defined"
"TOMenuMakeSaveFileName","008b39f0","Function","Global","User Defined"
"TkMenuSaveLoadActive","008b5570","Function","Global","User Defined"
"TOCloseMessage","008b57c0","Function","Global","User Defined"
"TOFuncPadMessageNormal","008b6450","Function","Global","User Defined"
"TOGetChangeMacroAddress","008b6610","Function","Global","User Defined"
"TOGetFontInfo","008b71f0","Function","Global","User Defined"
"TOInitMacroCmd","008b8180","Function","Global","User Defined"
"TOInitMessage","008b81c0","Function","Global","User Defined"
"TOIntToMes","008b8240","Function","Global","User Defined"
"TOSetExeMessageArea","008b8690","Function","Global","User Defined"
"_TOGetMessageStructAdrs","008b95f0","Function","Global","User Defined"
"_TOGetSelectStructAdrs","008b9a00","Function","Global","User Defined"
"TOMenuInit","008be7d0","Function","Global","User Defined"
"TOGetGroup","008df600","Function","Global","User Defined"
"TOSkipCode","008dfd70","Function","Global","User Defined"
"BeginScissor_XYUV","008e5a20","Function","Global","User Defined"
"CloseScissor","008e5cd0","Function","Global","User Defined"
"DrawCrossButtonIconRGBA","008e6070","Function","Global","User Defined"
"DrawScaleButtonIconRGBA","008e7a90","Function","Global","User Defined"
"TOBtlInitGS","008f3820","Function","Global","User Defined"
"TODrawScaleButtonIconRGBA","008f8ee0","Function","Global","User Defined"
"TOGetScaleButtonIconWidth","008fa800","Function","Global","User Defined"
"TOInitDraw","008fae20","Function","Global","User Defined"
"TOMakePktBtlDamageNumRGBA","008fb840","Function","Global","User Defined"
"TOMakePktBtlIconA","008fbcc0","Function","Global","User Defined"
"TOMakePktScissor","008fdee0","Function","Global","User Defined"
"TOMkpCrossExtMesFontLClutTypeRGBA","00901700","Function","Global","User Defined"
"TOMkpSetEnvSubFont","00903300","Function","Global","User Defined"
"TOMkpShapeXYWHUV","00903bb0","Function","Global","User Defined"
"TOMkpShapeXYWHUVC2","00903ee0","Function","Global","User Defined"
"TOSetAddPkt","00904650","Function","Global","User Defined"
"ToDrawEternalCalmCopyRight","00904a70","Function","Global","User Defined"
"ToGetCrossExtMesFontWidth","00905320","Function","Global","User Defined"
"ToMakeBtlEasyEdgeFontChrName","00905970","Function","Global","User Defined"
"getScaleButtonIconWidth","009062b0","Function","Global","User Defined"
"TOGetFFXToAlbhedTblAdrs","00906b20","Function","Global","User Defined"
"TOCloseWindow","00906ba0","Function","Global","User Defined"
"TOSetExeWindowArea","00906ce0","Function","Global","User Defined"
"_TOGetWindowStructAdrs","00906fb0","Function","Global","User Defined"
"loadPhyreFieldMap","00908000","Function","Global","User Defined"
"yiBattleMapReadNB","009083a0","Function","Global","User Defined"
"yiDisableHamonEff","00908450","Function","Global","User Defined"
"yiDisposeAnimDObj","009084b0","Function","Global","User Defined"
"yiDrawScrEffect","00908550","Function","Global","User Defined"
"yiFieldMapReadNB","00908600","Function","Global","User Defined"
"yiGetDrawMask","00908960","Function","Global","User Defined"
"yiGetFCount","00908970","Function","Global","User Defined"
"yiGetRenderStatus","00908f10","Function","Global","User Defined"
"yiGetVCount","00908f70","Function","Global","User Defined"
"yiMapSetup","00909680","Function","Global","User Defined"
"yiObjReadCallback","009097c0","Function","Global","User Defined"
"yiObjReadNB","00909a20","Function","Global","User Defined"
"yiPopRenderState","00909b90","Function","Global","User Defined"
"yiReset","00909e60","Function","Global","User Defined"
"yiResetObj","00909ea0","Function","Global","User Defined"
"yiSetDrawMask","0090a2b0","Function","Global","User Defined"
"yiAssert","0090ae50","Function","Global","User Defined"
"yiMalloc","0090bbd0","Function","Global","User Defined"
"yiMalloc64","0090bbe0","Function","Global","User Defined"
"yiRender_resetobj","0090cd90","Function","Global","User Defined"
"yiRender_resettex","0090cea0","Function","Global","User Defined"
"yiRender_setupparamGS","0090d260","Function","Global","User Defined"
"yiRender_setupparamVU1","0090da90","Function","Global","User Defined"
"yiArc_readmem","0090f8e0","Function","Global","User Defined"
"yiScreff_entry","009131d0","Function","Global","User Defined"
"yiAnimAttachDefault","00914250","Function","Global","User Defined"
"yiAnimInfo_init","00914310","Function","Global","User Defined"
"yiKeyFrame_attachDObj","009144a0","Function","Global","User Defined"
"yiKeyFrame_dispose","00914920","Function","Global","User Defined"
"yiKeyFrame_disposeall","009149a0","Function","Global","User Defined"
"yiTexSwap_init","009152d0","Function","Global","User Defined"
"psplit","009161d0","Function","Global","User Defined"
"Yn_BattleBegin","00919a20","Function","Global","User Defined"
"Yn_BattleEnd","00919a40","Function","Global","User Defined"
"Yn_BgEnd","00919a60","Function","Global","User Defined"
"Yn_BgInit","00919a70","Thunk Function","Global","User Defined"
"Yn_FpSetData","00919b90","Thunk Function","Global","User Defined"
"Yn_GuideMapGetMapNo","00919c70","Function","Global","User Defined"
"Yn_GuideMapInit","00919cd0","Function","Global","User Defined"
"Yn_GuideMapProcEx","00919d00","Function","Global","User Defined"
"Yn_GuideMapSetData","00919d30","Thunk Function","Global","User Defined"
"Yn_GuideMapSetDispProg","00919d70","Function","Global","User Defined"
"Yn_GuideMapSetMapNo","00919da0","Function","Global","User Defined"
