"Name","Location","Type","Namespace","Source"
"uv_0154_omd_buf","012e95d8","Data Label","Global","User Defined"
"uv_0154_omd_buf_idx","012e95e0","Data Label","Global","User Defined"
"sippo_flag","012f40d4","Data Label","Global","User Defined"
"gParticleDoNotRender","012fb790","Data Label","Global","User Defined"
"gFrameSkipDoNotRender","012fb798","Data Label","Global","User Defined"
"sg_vcount","012fb7a8","Data Label","Global","User Defined"
"dreamTexLoadNum","012fb8ac","Data Label","Global","User Defined"
"g_eventId","012fbbf8","Data Label","Global","User Defined"
"PLAYER","012fbc18","Data Label","Global","User Defined"
"ClothLoadingDataPool","012fc550","Data Label","Global","User Defined"
"gChHideCount","012ffa8c","Data Label","Global","User Defined"
"gYunaBrokenTongue","01300898","Data Label","Global","User Defined"
"CreatingClut","01301980","Data Label","Global","User Defined"
"PEPPY_CACHE_ARRAY","01302f58","Data Label","Global","User Defined"
"Mouse_X","01325200","Data Label","Global","User Defined"
"Mouse_Y","01325204","Data Label","Global","User Defined"
"IsEternalCalmOver","013270c8","Data Label","Global","User Defined"
"ffx_langmode","013307f0","Data Label","Global","User Defined"
"ffx_videomode","013307f1","Data Label","Global","User Defined"
"ffx_asiaflag","013307f3","Data Label","Global","User Defined"
"curEventId","01330804","Data Label","Global","User Defined"
"ffx_debugmode","0133c8d0","Data Label","Global","User Defined"
"ffx_hddmode","0133c8d3","Data Label","Global","User Defined"
"toBtlWin","0133c910","Data Label","Global","User Defined"
"IsInTkMenuFakeMenuLoop","013407ec","Data Label","Global","User Defined"
"drawButtonData","01841ce4","Data Label","Global","User Defined"
"gFontInfo","01841d10","Data Label","Global","User Defined"
"is_auto_set_next_page","01866390","Data Label","Global","User Defined"
"eternalcalm_cur_frame_count","01866394","Data Label","Global","User Defined"
"x_font_adjust","01871668","Data Label","Global","User Defined"
"y_font_adjust","0187166c","Data Label","Global","User Defined"
"yiBGRender","01876e00","Data Label","Global","User Defined"
"g_pMainWork","0193bf80","Data Label","Global","User Defined"
"isNextMagicData","0193fdac","Data Label","Global","User Defined"
"owd_heap_st","022c9760","Data Label","Global","User Defined"
"g_0437_hd","022fb3dc","Data Label","Global","User Defined"
"dummyreg_uint","023056e8","Data Label","Global","User Defined"
"phyreViewProjectionInverseMatrix","0230fbe0","Data Label","Global","User Defined"
"phyreViewProjectionMatrix","0230fc20","Data Label","Global","User Defined"
"ppvCameraInverseMatrix","0230fca0","Data Label","Global","User Defined"
"ppvMinimapCameraInverseMatrix","0230fce0","Data Label","Global","User Defined"
"ppvCurPrimp","0230fd2c","Data Label","Global","User Defined"
"ppvMemAllocErrorF","0230fd3c","Data Label","Global","User Defined"
"ppvScreenMatrix","0230fe60","Data Label","Global","User Defined"
"ppvCameraMatrix","0230ff60","Data Label","Global","User Defined"
"ppvParMatrix","0230ffa0","Data Label","Global","User Defined"
"ppvEnv","0230ffe0","Data Label","Global","User Defined"
"_ppvMng","0230ffe4","Data Label","Global","User Defined"
"tex_anim_wk","02310000","Data Label","Global","User Defined"
"cd_read","02310c40","Data Label","Global","User Defined"
"btl_ply_win","02310cd8","Data Label","Global","User Defined"
"btlgetdata","02310ea0","Data Label","Global","User Defined"
"ply_default_name","023110a0","Data Label","Global","User Defined"
"ms_paramdata","02311240","Data Label","Global","User Defined"
"isSystemfileLoad","023112bc","Data Label","Global","User Defined"
"BtlEventFtc","023112c0","Data Label","Global","User Defined"
"BtlEventMes","023112c4","Data Label","Global","User Defined"
"BtlEventName","023112e0","Data Label","Global","User Defined"
"btl_file_name_country","02311420","Data Label","Global","User Defined"
"ms_camera_priority_mask","02311424","Data Label","Global","User Defined"
"ms_camera_now","02311430","Data Label","Global","User Defined"
"ms_camera_matrix","02311440","Data Label","Global","User Defined"
"ms_screen_matrix","02311480","Data Label","Global","User Defined"
"ms_screen_now","023114c0","Data Label","Global","User Defined"
"ms_matrix_flag","023114c4","Data Label","Global","User Defined"
"sg_buf","023c4000","Data Label","Global","User Defined"
"sg_light_color","023c4400","Data Label","Global","User Defined"
"nb_maxchr","023c44e0","Data Label","Global","User Defined"
"chr","023c44e4","Data Label","Global","User Defined"
"saveDist","023c4500","Data Label","Global","User Defined"
"dist_list","023c5100","Data Label","Global","User Defined"
"wl_list","023c5d00","Data Label","Global","User Defined"
"chrblk","023c8d00","Data Label","Global","User Defined"
"sg_count","023cbbf0","Data Label","Global","User Defined"
"TkMenuSaveFileName","023cc0a0","Data Label","Global","User Defined"
"BattleFontSubPath","025d06a0","Data Label","Global","User Defined"
"gDrawInfo","025d09a0","Data Label","Global","User Defined"
"toPad","025d09c0","Data Label","Global","User Defined"
"toBtlComWinY","025d0af8","Data Label","Global","User Defined"
"toBtlComWinX","025d0afa","Data Label","Global","User Defined"
"toSpecialDicBuff","025d0d20","Data Label","Global","User Defined"
"toFFXToSjisTbl","025d0dc0","Data Label","Global","User Defined"
"toMenuMpValueOfsY","025d1652","Data Label","Global","User Defined"
"toMenuMpValueOfsX","025d1654","Data Label","Global","User Defined"
"toMenuMpTexOfsY","025d1656","Data Label","Global","User Defined"
"toMenuMpTexOfsX","025d1658","Data Label","Global","User Defined"
"toMenuHpValueOfsY","025d165a","Data Label","Global","User Defined"
"toMenuHpValueOfsX","025d165c","Data Label","Global","User Defined"
"toMenuHpTexOfsY","025d165e","Data Label","Global","User Defined"
"toMenuHpTexOfsX","025d1660","Data Label","Global","User Defined"
"toMenuNameOfsY","025d1662","Data Label","Global","User Defined"
"toMenuNameOfsX","025d1664","Data Label","Global","User Defined"
"toMenuNamePltColor1","025d1668","Data Label","Global","User Defined"
"toMenuNamePltColor0","025d166c","Data Label","Global","User Defined"
"toMenuNamePltNextH","025d1670","Data Label","Global","User Defined"
"toMenuBgColorA0","025d167c","Data Label","Global","User Defined"
"toMenuBgColorG0","025d167d","Data Label","Global","User Defined"
"toMenuBgColorB0","025d167e","Data Label","Global","User Defined"
"toMenuBgColorR0","025d167f","Data Label","Global","User Defined"
"toMenuBackColorA","025d1680","Data Label","Global","User Defined"
"toMenuBackColorG","025d1681","Data Label","Global","User Defined"
"toMenuBackColorB","025d1682","Data Label","Global","User Defined"
"toMenuBackColorR","025d1683","Data Label","Global","User Defined"
"toMenuStdPlateColorLimit1","025d1684","Data Label","Global","User Defined"
"toMenuStdPlateColorLimit0","025d1688","Data Label","Global","User Defined"
"toMenuStdPlateColorAbility1","025d168c","Data Label","Global","User Defined"
"toMenuStdPlateColorAbility0","025d1690","Data Label","Global","User Defined"
"toMenuStdPlateColorItem1","025d1694","Data Label","Global","User Defined"
"toMenuStdPlateColorItem0","025d1698","Data Label","Global","User Defined"
"toMenuStdPlateColorNormal1","025d169c","Data Label","Global","User Defined"
"toMenuStdPlateColorNormal0","025d16a0","Data Label","Global","User Defined"
"toStdCursorEnemyColor","025d16a4","Data Label","Global","User Defined"
"toStdCursorPlayerColor","025d16a8","Data Label","Global","User Defined"
"toStdCursorNormalColor","025d16ac","Data Label","Global","User Defined"
"toStdWindowColor1","025d16b0","Data Label","Global","User Defined"
"toStdWindowColor0","025d16b4","Data Label","Global","User Defined"
"toSeparatorData","025d16c4","Data Label","Global","User Defined"
"NOW_HELP_TEX_NAME","025d16c8","Data Label","Global","User Defined"
"SMONITOR_TEX_NAME","025d16cc","Data Label","Global","User Defined"
"buttonNum","025d16e4","Data Label","Global","User Defined"
"g_rcMatClip","025d58a0","Data Label","Global","User Defined"
"g_rcMatViewClip","025d58e0","Data Label","Global","User Defined"
"g_rcMatPers","025d5920","Data Label","Global","User Defined"
"g_rcMatWorldView","025d5960","Data Label","Global","User Defined"
"g_rcMatWorld","025d59a0","Data Label","Global","User Defined"
